type,question,answer,optionA,optionB,optionC,optionD
判断,《论十大关系》在安排农业、轻工业、重工业三者比例时，强调以农业为基础。(  ),正确,,,,
判断,我国社会主义改造的任务完成以后，国内的社会矛盾和阶级关系发生重大变化，无产阶级同资产阶级之间的矛盾已经基本解决。( ),正确,,,,
判断,党的八大提出了既反保守又反冒进、在综合平衡中稳步前进的经济建设方针。(   ),正确,,,,
判断,社会主义社会两类不同性质的矛盾是指国内矛盾和国际矛盾。(  ),错误,,,,
判断,关于正确处理人民内部矛盾的问题是社会主义国家政治生活的主题。(  ),正确,,,,
判断,社会主义社会的基本矛盾不是对抗性的矛盾，而是非对抗性的矛盾。(  ),正确,,,,
判断,人民内部矛盾是在人民根本利益一致基础上的矛盾，是非对抗性的矛盾。(   ),正确,,,,
判断,在我国，由于民族资产阶级有两面性，工人阶级同民族资产阶级的矛盾属于人民内部矛盾。(  ),正确,,,,
判断,对抗性的矛盾和非对抗性的矛盾，在一定条件下可以互相转化。(  ),正确,,,,
判断,中国共产党领导人民进行社会主义建设，有改革开放前和改革开放后两个历史时期，这两个时期不是彼此割裂的。(  ),正确,,,,
判断,《论十大关系》的发表标志着社会主义制度的建立。( ),错误,,,,
判断,1956年三大改造的基本完成标志着我国进入新民主主义社会。(  ),错误,,,,
判断,文艺工作的基本方针是加强政治工作。(  ),错误,,,,
判断,毛泽东在《关于正确处理人民内部矛盾的问题》中提出解决社会主义社会基本矛盾的途径是进行无产阶级专政下的继续革命。(  ),错误,,,,
判断,我国的社会主义制度基本建立起来后，其主要任务是进行思想上、政治上的社会主义革命。,错误,,,,
判断,毛泽东在《关于正确处理人民内部矛盾的问题》中认为社会主义社会两类不同性质的矛盾是生产关系和生产力的矛盾、上层建筑和经济基础之间的矛盾。(  ),错误,,,,
判断,“可以消灭资本主义，又搞资本主义”是陈云的思考。( ),错误,,,,
判断,在中共八大上提出社会主义经济制度实行“三个主体，三个补充”设想的是刘少奇。(  ),错误,,,,
判断,中国共产党内率先提出探索中国社会主义建设道路的领导人是邓小平。(  ),错误,,,,
判断,提出社会主义社会基本矛盾和两类矛盾的学说，强调要严格区别和正确处理两类不同性质矛盾的是毛泽东《限期将正确处理人民内部矛盾问题的讨论和执行情况报告中央》的讲话。(  ),错误,,,,
判断,邓小平同志留给我们的最重要的思想和政治遗产，就是他带领党和人民开创的中国特色社会主义，就是他创立的邓小平理论。(  ),正确,,,,
判断,邓小平理论是在战争与发展成为时代主题的条件下形成的。(  ),错误,,,,
判断,1978年12月召开的党的十一届三中全会，重新确立了我解放思想、实事求是的思想路线。(  ),正确,,,,
判断,邓小平在党的十三大开幕词中提出了“中国特色社会主义”命题。(  ),错误,,,,
判断,1987年党的十三大第一次系统论述了我国社会主义初级阶段理论。(  ),正确,,,,
判断,1987年党的十三大明确概括和全面阐发了党的“一个中心、两个基本点”的基本路线。,正确,,,,
判断,邓小平理论第一次比较系统地初步回答了中国这样的经济文化比较落后的国家如何建设社会主义、如何巩固和发展社会主义的一系列基本问题。(  ),正确,,,,
判断,1997年召开的党的十五大正式提出“邓小平理论”这一概念。(  ),正确,,,,
判断,毛泽东是我国社会主义改革开放和社会主义现代化建设的总设计师。(  ),错误,,,,
判断,党的十四大将邓小平理论确立为党的指导思想并写入党章。(  ),错误,,,,
判断,建设什么样的党，怎样建设党是邓小平在领导改革开放和现代化建设这一新的革命过程中，不断提出和反复思考的首要的基本理论问题。(  ),错误,,,,
判断,邓小平理论的贡献，是历史性的，也是世界性的，不仅改变了中国人民的历史命运，而且改变了世界的历史进程。(),正确,,,,
判断,如果没有邓小平同志，中国人民就不可能有今天的新生活，中国就不可能有今天改革开放的新局面和社会主义现代化的光明前景。,正确,,,,
判断,以毛泽东为主要代表的中国共产党人，在世界社会主义陷入低谷时，坚决捍卫中国特色社会主义，并成功推向21世纪。(),错误,,,,
判断,苏联解体以后，美国作为唯一的超级大国，极力使世界向单极化方向发展，谋求建立以其为领导的世界秩序。 (),正确,,,,
判断,我们党历经革命、建设和改革，已经从领导人民掌握全国政权并长期执政的党，成为领导人民为夺取全国政权而奋斗的党。(),错误,,,,
判断,我们党历经革命、建设和改革，已经从受到外部封锁和 实行计划经济条件下领导国家建设的党，成为对外开放和发展社会主义市场经济条件下领导国家建设的党。(),正确,,,,
判断,"""三个代表""重要思想史一个完整的思想体系，经历了一个酝酿、形成到逐步深化的过程。()",正确,,,,
判断,“三个代表”重要思想所要回答和解决的正是“建设什么样的党、怎样建设党”的重大问题。(),正确,,,,
判断,历史和现实都表明， 一个政权也好， 一个政党也好，其前途命运最终取决于人心向背，不能赢得最广大人民的支持，就必然垮台。(),正确,,,,
判断,贯彻“三个代表”要求，关键在保持党的先进性。(),错误,,,,
判断,贯彻“三个代表”要求，关键在坚持与时俱进。(),正确,,,,
判断,贯彻“三个代表”要求，核心在坚持执政为民。(),错误,,,,
判断,贯彻“三个代表”要求，本质在坚持执政为民。(),正确,,,,
判断,贯彻“三个代表”要求，核心在保持党的先进性。(),正确,,,,
判断,党的十六大将“三个代表”重要思想确立为党的指导思想并写入党章。(),正确,,,,
判断,党的十五大将“三个代表”重要思想确立为党的指导思想并写入党章。(),错误,,,,
判断,社会主义的根本任务是发展生产力。(),正确,,,,
判断,知识分子是先进生产力的开拓者，在改革开放和现代化建设中有着特殊重要的作用。(),正确,,,,
判断,人是生产力中最活跃的因素。(),正确,,,,
判断,科学技术是第一生产力，是先进生产力的集中体现和主要标志。(),正确,,,,
判断,科学的本质是创新。(),正确,,,,
判断,思想政治工作是经济工作和其他一切工作的生命线，是我们党和社会主义国家的重要政治优势。(),正确,,,,
判断,党的全部任务捍卫责任，就是为实现人民群众的根本利益而奋斗。(),正确,,,,
判断,人民，只有人民，才是我们工作价值的最高裁决者。 (),正确,,,,
判断,“三个代表”重要思想是中国特色社会主义理论体系的接续发展。,正确,,,,
判断,中国共产党人的初心和使命，就是为中国人民谋幸福，为中华民族谋复兴,正确,,,,
判断,我国处于并将长期处于社会主义初级阶段的基本国情已经发生了改变。,错误,,,,
判断,经过近四十年的改革开放，我国已经步入了发达国家行列,错误,,,,
判断,我国社会未来的奋斗目标是把我国建设成为富强民主文明和谐的社会主义现代化强国,错误,,,,
判断,实现民族复兴，关键在经济实力的提升,错误,,,,
判断,把习近平新时代中国特色社会主义思想载入宪法的会议是十三届全国人大一次会议,正确,,,,
判断,把习近平新时代中国特色社会主义思想写入党章，确立为党的指导思想的是党的十八大,错误,,,,
判断,“十四个坚持”是理论纲领层面的表述。,错误,,,,
判断,重点讲的怎么办，回答新时代怎样坚持和发展中国特色社会主义的问题的是“十四个坚持”,正确,,,,
判断,“八个明确”是指导思想层面的表述,正确,,,,
判断,重点讲的怎么看，回答新时代坚持和发展什么样的中国特色社会主义的问题的是“八个明确”,正确,,,,
判断,习近平新时代中国特色社会主义思想最重要，最核心的内容是“十四个坚持”,错误,,,,
判断,习近平新时代中国特色社会主义思想的核心要义是坚持改革开放,错误,,,,
判断,改革开放以来我们党全部理论和实践的鲜明主题是强起来。,错误,,,,
判断,经过长期的努力，中国特色社会主义进入了新时代，这是我国发展新的历史方位,正确,,,,
判断,旗帜问题事关党的正确方向，决定着党的实践能力,错误,,,,
判断,新时代中国特色社会主义思想，明确中国特色社会主义最本质的特征是坚持中国共产党的领导,正确,,,,
判断,实现中华民族伟大复兴，就是中华民族近代以来最伟大的梦想。(  ),正确,,,,
判断,中国梦归根到底是世界梦。(  ),错误,,,,
判断,中国梦归根到底是民族梦。(  ),错误,,,,
判断,中国梦归根到底是人民梦。(  ),正确,,,,
判断,中国梦的本质是国家富强、民族振兴、人民幸福。(  ),正确,,,,
判断,中国梦的本质是国家富强、民族复兴、人民富裕。(  ),错误,,,,
判断,从全面建成小康社会到基本实现现代化，再到全面建成社会主义现代化强国，是新时代中国特色社会主义发展的战略安排。(  ),正确,,,,
判断,从2020年到2035年，中国基本实现社会主义现代化强国目标。(  ),错误,,,,
判断,从2035年到21世纪中叶，中国基本实现社会主义现代化强国目标。(  ),正确,,,,
判断,新时代中国特色社会主义思想强调，中国分两步在本世纪中叶建成富强民主文明和谐美丽的社会主义现代化强国。。(  ),正确,,,,
判断,从2020年到2035年，中国基本实现社会主义现代化。( ),正确,,,,
判断,走中国特色社会主义政治发展道路，必须坚持党的领导 、人民当家作主、依法治国有机统一。,正确,,,,
判断,《中共中央关于深化党和国家机构改革的决定》通过于党的十九届二中全会。,错误,,,,
判断,人民当家作主是社会主义民主政治的根本保证。,错误,,,,
判断,我国是工人阶级领导的、以工农联盟为基础的人民民主专政的社会主义国家，国家一切权力属于人民。,正确,,,,
判断,人民代表大会制度是能够保证人民当家作主的根本政治制度和最高实现形式。,正确,,,,
判断,民族区域自治制度是我国的一项根本政治制度。,错误,,,,
判断,“一个中国、两种制度”是我们解决台湾问题的基本方针，也是实现国家统一的最佳方式。,错误,,,,
判断,一个中国原则是两岸关系的政治基础。,正确,,,,
判断,推进祖国和平统一进程，必须坚决反对和遏制任何形式的“台独”。,正确,,,,
判断,全面建成小康社会标志着我们跨过了实现现代化建设第三步战略目标必经的承上启下的重要发展阶段。,正确,,,,
判断,全面建成小康社会，是全国各地“同一水平小康”。,错误,,,,
判断,全面建成小康社会，是没有人掉队的小康。,正确,,,,
判断,没有农村的全面小康和欠发达地区的全面小康，就没有全国的全面小康。,正确,,,,
判断,全面建成小康社会的目标是，到2020年国内生产总值和城乡居民人均收入比2010年翻两番,错误,,,,
判断,改革只有进行时，没有完成时。,正确,,,,
判断,改革是社会主义制度自我完善和发展，是对社会主义制度改弦易张,错误,,,,
判断,完善和发展中国特色社会主义制度，推进国家治理体系和治理能力现代化，这两句话前一句规定了实现路径，后一句规定了根本方向,错误,,,,
判断,全面依法治国是中国特色社会主义的本质要求和重要保障。,正确,,,,
判断,党的领导是社会主义法治最根本的保证。,正确,,,,
判断,全面依法治国，必须从我国实际出发，直接全面移植其他国家法治文明成果。,错误,,,,
判断,旗帜鲜明讲政治是我们党作为马克思主义政党的根本要求。,正确,,,,
判断,党的组织建设是党的根本性建设，决定党的建设方向和效果,错误,,,,
判断,加强制度建设是全面从严治党的长远之策、根本之策,正确,,,,
判断,作风问题是我们党面临的最大威胁,错误,,,,
判断,任何组织和个人都必须尊重宪法法律权威，都必须在宪法法律范围内活动,正确,,,,
判断,解放思想和实事求是相统一的，实事求是目的和实质都是为了做到解放思想。,错误,,,,
判断,党对军队的绝对领导是人民军队完全区别于一切旧军队的政治特质和根本优势,正确,,,,
判断,习近平强军思想是中国特色社会主义的最新成果,错误,,,,
判断,我国中央军委实行主席负责制,正确,,,,
判断,到2035年，我国将全面建成世界一流军队,错误,,,,
判断,我国关于国防和军队现代化的战略安排中，基本实现机械化的时间是2020年,正确,,,,
判断,新时代我们要坚持富国和强军相统一,正确,,,,
判断,新时代我们要坚持强国和强军相统一,错误,,,,
判断,走军民融合式发展路子，是实现富国和强军统一的重要途径,正确,,,,
判断,军地分离，军队优先，是实现富国和强军统一的重要途径,错误,,,,
判断,当今时代主题是战争与革命,错误,,,,
判断,世界多极化是当今国际关系的现实,错误,,,,
判断,尽管有逆全球化现象的出现，单经济全球化的总趋势没有改变,正确,,,,
判断,世界各国文化没有高低优劣之分，都应得到承认和尊重,正确,,,,
判断,维护世界和平、促进共同发展是中国外交政策的宗旨,正确,,,,
判断,中国独立自主的和平外交政策，始终把意识形态和社会制度放在第一位,错误,,,,
判断,中国推动建设的新型国际关系核心是维护联合国宪章的宗旨和原则,正确,,,,
判断,新型国际关系是在和平共处五项原则的基础上进行,正确,,,,
判断,中国秉持的全球治理观是协商共建共享,错误,,,,
判断,构建人类命运共同体，在政治上要走对话而不对抗、结伴而不结盟的国与国交往新路,正确,,,,
判断,一带一路指的是21世纪海上丝绸之路经济带和陆上丝绸之路,错误,,,,
判断,中国共产党人的初心和使命，就是为中国人民谋幸福，为中华民族谋复兴,正确,,,,
判断,新时代中国特色社会主义思想，明确中国特色社会主义制度的最大优势是密切联系群众。,错误,,,,
判断,人民是历史的创造者，是决定党和国家前途命运的根本力量。,正确,,,,
判断,坚持党的领导，是党和国家的根本所在、命脉所在，是全国各族人民的利益所系、幸福所系,正确,,,,
判断,中国共产党必须勇于进行自我革命，全面增强党的执政本领，以领导人民进行的伟大社会革命,正确,,,,
判断,党的领导地位和执政地位不是与生俱来的，也不是一劳永逸的，过去拥有不等于现在拥有，现在拥有不等于永远拥有,正确,,,,
判断,坚持党总揽全局、协调各方的领导核心地位，是党作为最高政治力量在治国理政中的重要体现,正确,,,,
判断,党的集中统一领导是革命取得胜利的根本保障,正确,,,,
判断,党是最高政治领导力量,正确,,,,
判断,伟大斗争、伟大工程、伟大事业、伟大梦想是一个紧密联系、相互贯通、相互作用、有机统一的整体，统一于新时代坚持和发展中国特色社会主义伟大实践。起决定性作用的是伟大梦想,错误,,,,
判断,中国共产党的领导是中国特色社会主义制度的最大优势,正确,,,,
判断,十二届全国人大一次会议审议通过的宪法修正案把“中国特色社会主义最本质的特征是中国共产党的领导”载入宪法总纲以国家根本大法的形式强调党的领导在中国特色社会主义中的核心地位,错误,,,,
判断,中国共产党的领导是中国特色社会主义最本质的特征,正确,,,,
判断,中国共产党是中国特色社会主义事业的领导核心,正确,,,,
判断,“坚持党要管党、全面从严治党”是新时代党的建设的根本方针,正确,,,,
判断,党的建设要把思想建设摆在首位,错误,,,,
判断,政治属性是政党第一位的属性,正确,,,,
判断,共产主义远大理想和中国特色社会主义共同理想，是中国共产党人的精神支柱和政治灵魂,正确,,,,
判断,作风建设的核心是保持党同人民群众的血肉联系,正确,,,,
判断,我们党的最大政治优势是以马克思主义为指导,错误,,,,
判断,严明党的纪律，首要的是严明政治纪律,正确,,,,
判断,反腐败必须标本兼治，强化不敢腐的威慑，扎牢不能腐的笼子，增强不想腐的自觉,正确,,,,
判断,科学发展观是在新世纪新阶段全面建成小康社会进程 中，在新的历史起点上推进中国特色社会主义事业过程中形成和发展起来的。,错误,,,,
判断,科学发展观是对马克思列宁主义、毛泽东思想、邓小平理论和“三个代表”重要思想关于发展思想的继承和发展。( ),正确,,,,
判断,2003年10月党的十六届三中全会通过的《中共中央关于完善社会主义市场经济体制若干问题的决定》第一次提出科学发展观,正确,,,,
判断,十八大报告提出“中国特色社会主义理论体系”的科学概念,错误,,,,
判断,科学发展观的第一要以是以人为本,错误,,,,
判断,科学发展观的根本方法是统筹兼顾,正确,,,,
判断,科学发展观是中国特色社会主义理论体系的接续发展,正确,,,,
判断,科学发展观创造性地回答了新形势下实现什么样的发展 、怎样发展发展等重大问题,正确,,,,
判断,马克思主义是我们立党立国的根本之道思想，是中国共产党人的“真经”。,正确,,,,
判断,富强、民主、文明、和谐，自由、平等、公正、法治，爱国、敬业、诚信、友善是社会主义核心价值观的基本内容。,正确,,,,
判断,文化力量既表现为具有高度素养的国民，也表现为发达的文化产业，还表现为强大的文化软实力。,正确,,,,
判断,深化文化体制改革要把经济效益放在首位。,错误,,,,
判断,生态文明的核心是坚持人与自然和谐共生。,正确,,,,
判断,文化自信是更基础、更广泛、更深厚的自信，是更基本 、更深沉、更持久的力量。,正确,,,,
判断,意识形态关乎旗帜、关乎道路、关乎国家政治安全。,正确,,,,
判断,互联网是意识形态工作的主战场、最前沿。,正确,,,,
判断,尊重自然是人与自然相处时应遵循的基本原则。,错误,,,,
判断,在生态系统保护和修复中，把利用自然力修复生态系统放在首位。,正确,,,,
判断,我国经济已由高速增长阶段转向高质量发展阶段，正处在转变发展方式、优化经济结构、转换增长动力的攻关期,正确,,,,
判断,必须坚持以人民为中心的发展思想，坚持创新、协调、绿色、开放、可持续的发展理念。,错误,,,,
判断,建设信息化经济体系是跨越关口的迫切要求和我国发展的战略目标。,错误,,,,
判断,建设现代化经济体系，必须把发展经济的着力点放在实体经济上。,正确,,,,
判断,十九大报告中关于深化供给侧结构性改革强调，弘扬劳模精神 和工匠精神，营造劳动光荣的社会风尚和精益求精的敬业风气。,正确,,,,
判断,创新是引领发展的第一动力，是建设现代化经济体系的战略支撑。,正确,,,,
判断,构建亲清新型政商关系，促进非公有制经济健康发展和非公有制经济人士健康成长。,正确,,,,
判断,坚持适应我国经济发展主要矛盾变化完善宏观调控，相机抉择，开准药方，把推进供给侧结构性改革作为经济工作的主线。,正确,,,,
判断,推进供给侧结构性改革，要从生产端入手，重点是促进产能过剩有效化解，促进产业优化重组，降低企业成 本，发展战略性新兴产业和现代服务业，增加公共产品和服务供给，提高供给结构对需求变化的适应性和灵活性。,正确,,,,
判断,环保产业是生态文明建设的必然要求，代表了当今科技和产业变革方向，是最有前途的发展领域。,错误,,,,
判断,保障和改善民生是一项长期工作，没有终点站，只有连续不断的新起点。,正确,,,,
判断,健康是老百姓解决温饱后的第一需求，是最基本的民生 。,错误,,,,
判断,我们要坚决打赢脱贫攻坚战，确保到2035年我国现行标准下农村贫困人口实现脱贫，做到脱真贫、真脱贫 。,错误,,,,
判断,消除贫困、改善民生、逐步实现共同富裕，是社会主义的本质要求，是我们党的重要使命。,正确,,,,
判断,公共安全是国家安全的重要体现， 一头连着经济社会发展，一头连着千家万户，是最基本的民生。,正确,,,,
判断,"社区是党和政府联系、服务居民群众的“最后一公里 ”,社会治理的重心要向基层下移落到城乡社区。",正确,,,,
判断,正确处理人民内部矛盾特别是涉及广大人民群众切身利益的矛盾，是保持社会安定团结良好局面的关键。,正确,,,,
判断,我们要坚持依法治理，加强党委领导，发挥政府主导作用，鼓励和支持社会各方面参与。,正确,,,,
判断,一个社会是否文明进步、安定和谐，很大程度上取决于公民的思想道德素质。,正确,,,,
判断,党和政府应加强和创新对建设社会主义和谐社会各项工作的领导，让全体人民在共建共治共享共赢发展中有更多获得感、幸福感和安全感。,错误,,,,
判断,建国初期，社会主义性质的国营经济和合作社经济，为新民主主义向社会主义的转变奠定了强有力的经济基础,正确,,,,
判断,建国初期，我国的国营经济主要是通过没收官僚资本和民族资本建立的,正确,,,,
判断,我国社会主义改革实质是对50年代中期社会主义改造的否定。,错误,,,,
判断,在中国社会主义改革与社会主义改造关系问题上，有人说：早知今日，何必当初？,错误,,,,
判断,中华人民共和国的成立，标志着社会主义制度在中国的确立。,错误,,,,
判断,对农业和手工业的改造采取了截然不同的改造方法。,错误,,,,
判断,新民主主义社会是一种独立的社会形态。,错误,,,,
判断,对资本主义工商业的改造采取了和平赎买的方式。,正确,,,,
判断,对农业改造中采取的互助组形式具有半社会主义性质。,错误,,,,
判断,社会主义改造完成后，我国社会的主要矛盾还是生产力和生产关系、经济基础和上层建筑的矛盾,错误,,,,
判断,新民主主义社会从性质上来说是属于社会主义体系的。,正确,,,,
判断,过渡时期总路线中，三大改造是主体，社会主义工业化是服务于三大改造的。,错误,,,,
判断,过渡时期时间是从1949年到1956年。,正确,,,,
判断,三大改造时，农民是不情愿的，是被强制改造的。,错误,,,,
判断,合作社经济是完全社会主义性质的经济。,错误,,,,
判断,在对资本主义工商业的改造中，在完成了对企业的改造的同时，也完成了对人的改造。,正确,,,,
